"year","mean flow [cms]","site_no"
1985,9.68042876314751,"05542000"
1986,13.4767605190387,"05542000"
1987,7.46831672482644,"05542000"
1988,5.49132636783199,"05542000"
1989,9.33557612261763,"05542000"
1990,13.4744129361041,"05542000"
1991,20.8115638455518,"05542000"
1992,7.28879080161802,"05542000"
1993,23.2110092781919,"05542000"
1994,9.14013557639305,"05542000"
1995,13.012486039822,"05542000"
1996,0.0409302255427818,"05542000"
1999,9.29758810345903,"05542000"
2000,3.7306498501111,"05542000"
2001,10.0513003185682,"05542000"
2002,13.778940835797,"05542000"
2003,3.83273466304418,"05542000"
2004,8.57337757397413,"05542000"
2005,10.7232280507365,"05542000"
2006,4.3163103702282,"05542000"
2007,18.9244190393737,"05542000"
2008,15.8474732849591,"05542000"
2009,17.7636036699642,"05542000"
2010,14.7297491628882,"05542000"
2011,11.8306983606074,"05542000"
2012,5.83265190869601,"05542000"
2013,10.7901496804518,"05542000"
2014,13.4705564143699,"05542000"
2015,16.5292731125575,"05542000"
2016,19.8678635429049,"05542000"
2017,14.9296870449594,"05542000"
2018,7.5534844890553,"05542000"
2019,19.6982517314847,"05542000"
2020,19.676310135117,"05542000"
2021,9.11063252569292,"05542000"
1976,284.621442852904,"05543500"
1977,195.775693556944,"05543500"
1978,306.025201432362,"05543500"
1979,331.968863334141,"05543500"
1980,263.084392241842,"05543500"
1981,328.155786624496,"05543500"
1982,342.451527118622,"05543500"
1983,376.899552579126,"05543500"
1984,324.005069835176,"05543500"
1985,290.924952179761,"05543500"
1986,316.02376351454,"05543500"
1987,264.930087213315,"05543500"
1988,232.526182377808,"05543500"
1989,247.597074019644,"05543500"
1990,317.197554981823,"05543500"
1991,395.051814807463,"05543500"
1992,265.689387370895,"05543500"
1993,505.580612126517,"05543500"
1994,307.532588623988,"05543500"
1995,315.650601785682,"05543500"
1996,290.408601618962,"05543500"
1997,325.696487912476,"05543500"
1998,353.972216668618,"05543500"
1999,264.619765609275,"05543500"
2000,196.299961134076,"05543500"
2001,248.285987980614,"05543500"
2002,324.397016195558,"05543500"
2003,198.100079951607,"05543500"
2004,282.406384624666,"05543500"
2005,271.816123606969,"05543500"
2006,216.419062461715,"05543500"
2007,386.466767631688,"05543500"
2008,399.892670734577,"05543500"
2009,407.50036595354,"05543500"
2010,354.729401382477,"05543500"
2011,318.105245673641,"05543500"
2012,209.878894757482,"05543500"
2013,278.691298744482,"05543500"
2014,316.779396620378,"05543500"
2015,362.832674267979,"05543500"
2016,355.88937463571,"05543500"
2017,354.246075484184,"05543500"
2018,326.561509383739,"05543500"
2019,421.316659569424,"05543500"
2020,387.99263210079,"05543500"
2021,227.145328705368,"05543500"
1994,15.2402042960232,"05545750"
1995,12.6816026707109,"05545750"
1996,17.8069637336668,"05545750"
1997,15.3955202588453,"05545750"
1998,16.1039069004683,"05545750"
1999,21.0790604368434,"05545750"
2000,19.2477960558632,"05545750"
2001,22.1201894183986,"05545750"
2002,16.7062411339105,"05545750"
2003,8.50025179747088,"05545750"
2004,19.1564239368429,"05545750"
2005,11.34202964451,"05545750"
2006,15.316077928211,"05545750"
2007,26.8671789954031,"05545750"
2008,35.0632963317984,"05545750"
2009,27.3574871297868,"05545750"
2010,30.6204412158695,"05545750"
2011,20.8516722814829,"05545750"
2012,13.1590241917628,"05545750"
2013,25.488187367449,"05545750"
2014,19.3953329937218,"05545750"
2015,13.8862711375953,"05545750"
2016,20.5755157294503,"05545750"
2017,29.3270207702295,"05545750"
2018,23.1437852293256,"05545750"
2019,37.2894852278986,"05545750"
2020,34.9727752655379,"05545750"
2021,13.5904570685439,"05545750"
1979,5.73994112953241,"05548280"
1980,3.78579214894022,"05548280"
1981,3.86916733957547,"05548280"
1982,4.78632284031657,"05548280"
1983,6.38626345034735,"05548280"
1984,4.42307592910086,"05548280"
1985,4.48950022605203,"05548280"
1986,6.96586662629362,"05548280"
1987,5.03838156319831,"05548280"
1988,3.57008895856898,"05548280"
1989,2.171475424272,"05548280"
1990,3.42874340304127,"05548280"
1991,3.95163530584918,"05548280"
1992,3.5594894832889,"05548280"
1993,8.03081279095892,"05548280"
1994,3.19840719244236,"05548280"
1995,2.58389283604156,"05548280"
1996,3.94648638366083,"05548280"
1997,3.8640470331088,"05548280"
1998,4.22937314146525,"05548280"
1999,5.45925523867796,"05548280"
2000,5.25532815966879,"05548280"
2001,4.62534350822067,"05548280"
2002,3.83078055715568,"05548280"
2003,1.7910599279191,"05548280"
2004,3.43010625328251,"05548280"
2005,2.479469616282,"05548280"
2006,2.20201107010956,"05548280"
2007,5.64638692395437,"05548280"
2008,6.71658574809833,"05548280"
2009,6.71753176266037,"05548280"
2010,6.08489462458361,"05548280"
2011,4.386884629636,"05548280"
2012,3.41166935576979,"05548280"
2013,4.66619734739257,"05548280"
2014,4.37714828930924,"05548280"
2015,4.03781161529117,"05548280"
2016,5.40952344604249,"05548280"
2017,6.54477413979343,"05548280"
2018,6.03212443581656,"05548280"
2019,10.0819610132643,"05548280"
2020,9.31892713990958,"05548280"
2021,3.33319538115726,"05548280"
1978,0.741856378226761,"05550500"
1979,1.18931220230851,"05550500"
1980,0.526889084592133,"05550500"
1981,0.574327708677585,"05550500"
1982,0.640970824753259,"05550500"
1983,1.16819404134956,"05550500"
1984,1.03236568174985,"05550500"
1985,0.752051994527505,"05550500"
1986,0.955461599543841,"05550500"
1987,0.761316646016128,"05550500"
1988,0.76019514077157,"05550500"
1989,0.673105402655643,"05550500"
1990,0.972959083187653,"05550500"
1991,0.784162522505575,"05550500"
1992,0.773705990174199,"05550500"
1993,1.48889978206506,"05550500"
1994,0.625010984657467,"05550500"
1995,0.94290676324838,"05550500"
1996,1.12459659037308,"05550500"
1997,0.862859305486185,"05550500"
1998,0.789752966202361,"05550500"
1999,1.18110729909768,"05550500"
2000,0.719004187201396,"05550500"
2001,0.910810199742492,"05550500"
2002,1.19860323113348,"05550500"
2003,0.499069289069741,"05550500"
2004,0.824351366220473,"05550500"
2005,0.550393379161967,"05550500"
2006,0.592966400020255,"05550500"
2007,1.39821139650032,"05550500"
2008,1.2765814606245,"05550500"
2009,1.58372630621967,"05550500"
2010,1.3224867186824,"05550500"
2011,1.11347115388908,"05550500"
2012,0.57673833946591,"05550500"
2013,0.955491080096224,"05550500"
2014,0.924860786169427,"05550500"
2015,0.989005813332577,"05550500"
2016,1.17743458780211,"05550500"
2017,1.29626609474902,"05550500"
2018,1.65514527178152,"05550500"
2019,1.82543037297859,"05550500"
2020,1.90676049761018,"05550500"
2021,0.556710751216217,"05550500"
1990,33.5470066831726,"05551000"
1991,34.0092307123906,"05551000"
1992,32.4399648841953,"05551000"
1993,63.5769058865534,"05551000"
1994,28.2864348514814,"05551000"
1995,28.4688263742561,"05551000"
1996,39.6667954459587,"05551000"
1997,32.2361306473053,"05551000"
1998,32.9002188799516,"05551000"
2008,62.5823220600201,"05551000"
2009,44.1363394625512,"05551000"
2010,48.2392606068616,"05551000"
2011,39.2901286091464,"05551000"
2012,26.2216318426933,"05551000"
2013,43.2622451408622,"05551000"
2014,36.8773005573321,"05551000"
2015,32.1608000779245,"05551000"
2016,42.6570080014314,"05551000"
2017,55.8004016501055,"05551000"
2018,51.4494600202575,"05551000"
2019,79.1860825697805,"05551000"
2020,74.0142016699719,"05551000"
2021,28.5816282773247,"05551000"
1979,2.49677004570724,"05551700"
1980,1.19727649605268,"05551700"
1981,1.55696106787119,"05551700"
1982,1.40009349702882,"05551700"
1983,2.74921667059403,"05551700"
1984,1.76283973909922,"05551700"
1985,1.48832568709758,"05551700"
1986,1.60790035917441,"05551700"
1987,1.59675981358936,"05551700"
1988,1.84912101524771,"05551700"
1989,0.841274110513152,"05551700"
1990,1.42322797261003,"05551700"
1991,1.75788654844719,"05551700"
1992,1.0555607378737,"05551700"
1993,2.7682316268816,"05551700"
1994,1.29138783913351,"05551700"
1995,1.62525509488036,"05551700"
1996,2.38209667444046,"05551700"
1997,1.41555527095013,"05551700"
1998,1.48481905297193,"05551700"
1999,2.00074423576913,"05551700"
2000,0.976907989189558,"05551700"
2001,1.44391090751931,"05551700"
2002,1.76336837958256,"05551700"
2003,0.722258793127606,"05551700"
2004,1.53436766259496,"05551700"
2005,0.861103661011327,"05551700"
2006,0.52808978967558,"05551700"
2007,2.0167335564173,"05551700"
2008,2.56240071211354,"05551700"
2009,2.74429807316999,"05551700"
2010,2.27790797641772,"05551700"
2011,2.0275172321577,"05551700"
2012,0.927269950137056,"05551700"
2013,1.45790718766554,"05551700"
2014,1.49658722400114,"05551700"
2015,1.69764148804281,"05551700"
2016,2.28924681835562,"05551700"
2017,1.74279017821464,"05551700"
2018,2.24860197993616,"05551700"
2019,3.30860239403707,"05551700"
2020,2.92575149839896,"05551700"
2021,1.10197684167543,"05551700"
1979,91.988477924864,"05552500"
1980,53.3437548735971,"05552500"
1981,58.6107516766955,"05552500"
1982,72.7081966658402,"05552500"
1983,91.7100418656389,"05552500"
1984,64.153517553758,"05552500"
1985,59.6848523286799,"05552500"
1986,76.2374842685905,"05552500"
1987,68.4761082103396,"05552500"
1988,58.209765079913,"05552500"
1989,36.229969691304,"05552500"
1990,59.4832984468558,"05552500"
1991,65.0392188651923,"05552500"
1992,48.4425420304022,"05552500"
1993,111.563487127325,"05552500"
1994,50.3328453085195,"05552500"
1995,62.8666573153061,"05552500"
1996,77.1899437270623,"05552500"
1997,56.5904804539921,"05552500"
1998,58.6643597337934,"05552500"
1999,71.6603181893971,"05552500"
2000,57.7311639552227,"05552500"
2001,66.8196890683735,"05552500"
2002,61.2941801672329,"05552500"
2003,27.7280887054119,"05552500"
2004,60.4093496216111,"05552500"
2005,41.5000063319184,"05552500"
2006,38.7131631668345,"05552500"
2007,91.7235408554146,"05552500"
2008,107.533997769379,"05552500"
2009,106.42937134928,"05552500"
2010,99.6894188507281,"05552500"
2011,74.1378482956539,"05552500"
2012,45.9592474459885,"05552500"
2013,74.0812146029165,"05552500"
2014,64.8166406946944,"05552500"
2015,60.709611845622,"05552500"
2016,84.7051264375035,"05552500"
2017,94.5356752312278,"05552500"
2018,93.7896620951149,"05552500"
2019,131.257504664936,"05552500"
2020,116.520805438232,"05552500"
2021,46.8425806474772,"05552500"
1979,16.1025638458801,"05554500"
1980,11.0674070625473,"05554500"
1981,14.1592989292194,"05554500"
1982,14.8475456987401,"05554500"
1983,18.807838977342,"05554500"
1984,15.2299741945309,"05554500"
1985,11.936566909804,"05554500"
1986,15.2691835411697,"05554500"
1987,11.1910751139859,"05554500"
1988,5.54158570952118,"05554500"
1989,7.04178123824728,"05554500"
1990,16.086039220465,"05554500"
1991,19.4702336298342,"05554500"
1992,8.38241297408122,"05554500"
1993,31.0046727543014,"05554500"
1994,14.1271340949606,"05554500"
1995,16.0827723097784,"05554500"
1996,10.3190454235574,"05554500"
1997,11.1477984388905,"05554500"
1998,18.1002118478449,"05554500"
1999,10.4269461784332,"05554500"
2000,3.59292711086593,"05554500"
2001,11.835870652509,"05554500"
2002,17.4576048524344,"05554500"
2003,6.00932186650495,"05554500"
2004,10.6593605326903,"05554500"
2005,15.9055251433947,"05554500"
2006,8.4581192954436,"05554500"
2007,21.5857060900291,"05554500"
2008,23.789065956881,"05554500"
2009,20.7341991246227,"05554500"
2010,19.5749454486855,"05554500"
2011,12.6988168480443,"05554500"
2012,4.18658283182631,"05554500"
2013,14.2854850030703,"05554500"
2014,12.7069309821859,"05554500"
2015,19.8641892335754,"05554500"
2016,20.796162527319,"05554500"
2017,16.4963619614073,"05554500"
2018,12.41599516875,"05554500"
2019,21.6953271966563,"05554500"
2020,18.0666042216169,"05554500"
2021,10.9841782699442,"05554500"
1979,37.8553566728661,"05555300"
1980,24.1623936379154,"05555300"
1981,33.7906091423442,"05555300"
1982,44.977780548398,"05555300"
1983,44.4551989671942,"05555300"
1984,31.2361507555793,"05555300"
1985,20.2190972077269,"05555300"
1986,34.2387678448591,"05555300"
1987,22.8527035647358,"05555300"
1988,14.488121023452,"05555300"
1989,13.4375460981531,"05555300"
1990,37.115549968834,"05555300"
1991,44.2082295186187,"05555300"
1992,18.1672685247568,"05555300"
1993,68.5123382576113,"05555300"
1994,29.0088014813664,"05555300"
1995,35.9054508738788,"05555300"
1996,20.1116919754059,"05555300"
1997,22.3350095487955,"05555300"
1998,38.1467874492604,"05555300"
1999,22.4082144151886,"05555300"
2000,7.5736655087201,"05555300"
2001,25.8153439185085,"05555300"
2002,37.7509489691867,"05555300"
2003,9.08887447083858,"05555300"
2004,18.332821497051,"05555300"
2005,29.733438113785,"05555300"
2006,12.696664905567,"05555300"
2007,45.2502584328256,"05555300"
2008,45.8512411139374,"05555300"
2009,47.1189996162761,"05555300"
2010,37.1042775365672,"05555300"
2011,27.0505402731904,"05555300"
2012,11.3896452727317,"05555300"
2013,34.1431112104137,"05555300"
2014,23.8631339816113,"05555300"
2015,34.5872590061964,"05555300"
2016,43.2925974129159,"05555300"
2017,34.1185027072133,"05555300"
2018,22.9700206471432,"05555300"
2019,49.2665414868365,"05555300"
2020,43.3260979442755,"05555300"
2021,21.8866568952781,"05555300"
1979,7.32864033945683,"05556500"
1980,2.61949397334114,"05556500"
1981,4.8334917241307,"05556500"
1982,6.04568548991312,"05556500"
1983,6.16966672876732,"05556500"
1984,3.57691981749218,"05556500"
1985,4.30303650802832,"05556500"
1986,5.0403009023193,"05556500"
1987,3.57254643435355,"05556500"
1988,4.22653689950974,"05556500"
1989,0.765586671287723,"05556500"
1990,5.33916853595447,"05556500"
1991,5.59287196333762,"05556500"
1992,3.13436541928178,"05556500"
1993,10.3363471481763,"05556500"
1994,4.58422589568533,"05556500"
1995,6.76278441056955,"05556500"
1996,4.1939106314396,"05556500"
1997,3.49640127076216,"05556500"
1998,5.81278136804077,"05556500"
1999,6.74235283615953,"05556500"
2000,3.07622304210675,"05556500"
2001,3.90938501945909,"05556500"
2002,5.83720833310281,"05556500"
2003,1.16767890748685,"05556500"
2004,2.88086929690461,"05556500"
2005,2.26749823821019,"05556500"
2006,1.03916154258559,"05556500"
2007,7.43477808607871,"05556500"
2008,7.9763140430275,"05556500"
2009,8.53472076963966,"05556500"
2010,7.83710228767686,"05556500"
2011,5.34196220619484,"05556500"
2012,1.98386510395598,"05556500"
2013,4.1176317624784,"05556500"
2014,4.20834962859553,"05556500"
2015,4.31352227502884,"05556500"
2016,6.95209757829408,"05556500"
2017,5.14552397601327,"05556500"
2018,5.10290906173844,"05556500"
2019,10.1386932331109,"05556500"
2020,5.51221301939828,"05556500"
2021,3.27472070550394,"05556500"
1988,173.397668154925,"05563800"
1989,291.971133936793,"05563800"
1990,549.787083434904,"05563800"
1991,671.861565662127,"05563800"
1992,361.303255637691,"05563800"
1993,836.065520365025,"05563800"
1994,458.333974703731,"05563800"
1995,477.222788915981,"05563800"
1996,403.634067255481,"05563800"
1997,434.926103106017,"05563800"
1998,509.763470674488,"05563800"
1999,425.344602552573,"05563800"
2000,289.973425488227,"05563800"
2001,387.916364816929,"05563800"
2002,507.557474805069,"05563800"
2003,252.970806926142,"05563800"
2004,407.377241028191,"05563800"
2005,381.881375438713,"05563800"
2006,287.933856613435,"05563800"
2007,579.546790274049,"05563800"
2008,636.289430238807,"05563800"
2009,711.721341585137,"05563800"
2010,563.545517827112,"05563800"
2011,498.340451742465,"05563800"
2012,301.759480253432,"05563800"
2013,436.488438909344,"05563800"
2014,444.222750104215,"05563800"
2015,542.683624639538,"05563800"
2016,567.575801667264,"05563800"
2017,563.433801823414,"05563800"
2018,489.987190299603,"05563800"
2019,718.460253824955,"05563800"
2020,604.457067035962,"05563800"
2021,356.966834193106,"05563800"
1988,0.931023585151968,"05568000"
1989,3.17296082091105,"05568000"
1990,27.4536092466383,"05568000"
1991,28.3780573050743,"05568000"
1992,12.7893887676891,"05568000"
1993,66.6334185255483,"05568000"
1994,23.5892518919254,"05568000"
1995,30.4764519915948,"05568000"
1996,11.7321491348258,"05568000"
1997,12.0068083427253,"05568000"
1998,32.1835311354205,"05568000"
1999,23.3536402140578,"05568000"
2000,4.32172328226215,"05568000"
2001,18.2718912066949,"05568000"
2002,29.7519208685216,"05568000"
2003,10.3944005622522,"05568000"
2004,15.0379552641304,"05568000"
2005,27.7307652292467,"05568000"
2006,9.60443812896708,"05568000"
2007,30.2374733243234,"05568000"
2008,34.4329602368943,"05568000"
2009,39.1459842240697,"05568000"
2010,42.9216128741473,"05568000"
2011,23.2700318158893,"05568000"
2012,6.82165981654997,"05568000"
2013,29.1482600102221,"05568000"
2014,18.3399292183807,"05568000"
2015,35.1842634660892,"05568000"
2016,34.169768302531,"05568000"
2017,26.6006980759736,"05568000"
2018,13.4788809358112,"05568000"
2019,40.9437936468766,"05568000"
2020,36.7681097463716,"05568000"
2021,20.8049921541951,"05568000"
1979,555.851160373025,"05568500"
1980,422.593342573467,"05568500"
1981,481.739379092111,"05568500"
1982,586.796430727924,"05568500"
1983,664.068061741979,"05568500"
1984,585.556793425205,"05568500"
1985,472.847889332346,"05568500"
1986,541.058129508424,"05568500"
1987,444.606295952649,"05568500"
1988,385.569452788585,"05568500"
1989,298.347069144395,"05568500"
1990,583.271953110036,"05568500"
1991,707.610061808883,"05568500"
1992,378.056204288961,"05568500"
1993,911.8707238243,"05568500"
1994,486.951230431968,"05568500"
1995,512.934458338262,"05568500"
1996,419.794152678334,"05568500"
1997,451.70412684106,"05568500"
1998,547.539196208806,"05568500"
1999,453.364347422676,"05568500"
2000,297.476207946226,"05568500"
2001,410.443766367862,"05568500"
2002,542.877389912111,"05568500"
2003,266.140341469072,"05568500"
2004,426.884195851081,"05568500"
2005,413.801446123578,"05568500"
2006,300.69697949099,"05568500"
2007,616.141993213995,"05568500"
2008,677.702596772458,"05568500"
2009,758.675033361735,"05568500"
2010,612.649323560521,"05568500"
2011,527.077365442399,"05568500"
2012,311.891494327133,"05568500"
2013,470.425053408802,"05568500"
2014,467.435880557883,"05568500"
2015,583.821222349188,"05568500"
2016,607.971975747427,"05568500"
2017,596.215467214557,"05568500"
2018,508.84131638097,"05568500"
2019,767.285682069843,"05568500"
2020,647.856176489276,"05568500"
2021,381.687814929468,"05568500"
1979,1.57367423202445,"05568800"
1980,0.954411340373738,"05568800"
1981,1.63773236913847,"05568800"
1982,2.18718780125223,"05568800"
1983,1.68039615906594,"05568800"
1984,1.21044359997486,"05568800"
1985,1.50044609151104,"05568800"
1986,1.50946093410841,"05568800"
1987,1.14354521470429,"05568800"
1988,1.1506764857131,"05568800"
1989,0.601854804927638,"05568800"
1990,2.34415622661591,"05568800"
1991,1.4596814698003,"05568800"
1992,1.34111191964842,"05568800"
1993,3.7077791771299,"05568800"
1994,1.07845448245283,"05568800"
1995,1.8213256123248,"05568800"
1996,1.03948257423478,"05568800"
1997,1.22636229278255,"05568800"
1998,2.33090549412339,"05568800"
1999,1.86249830694486,"05568800"
2000,0.554985974972676,"05568800"
2001,1.74331929491318,"05568800"
2002,1.15096034943284,"05568800"
2003,0.563481986980035,"05568800"
2004,1.06650117830273,"05568800"
2005,1.07715501073591,"05568800"
2006,0.389043231112892,"05568800"
2007,1.31387841574998,"05568800"
2008,1.41281620939166,"05568800"
2009,3.34034288186598,"05568800"
2010,3.27637008319307,"05568800"
2011,2.27532456742774,"05568800"
2012,0.777964119070816,"05568800"
2013,2.81024763882429,"05568800"
2014,1.27235660932538,"05568800"
2015,1.3122593127809,"05568800"
2016,1.53158139569412,"05568800"
2017,1.50957032247384,"05568800"
2018,0.964132875238232,"05568800"
2019,3.45799743901781,"05568800"
2020,1.95896926004209,"05568800"
2021,2.11462762799151,"05568800"
1979,25.4070382679925,"05569500"
1980,14.515014290659,"05569500"
1981,25.0938461891148,"05569500"
1982,29.962093932898,"05569500"
1983,28.0566417036896,"05569500"
1984,23.3629843070292,"05569500"
1985,25.5239829644751,"05569500"
1986,22.996886740013,"05569500"
1987,20.8661022360708,"05569500"
1988,14.6214113593098,"05569500"
1989,4.23947410967676,"05569500"
1990,29.7751251664637,"05569500"
1991,24.7226239702816,"05569500"
1992,18.0152395544987,"05569500"
1993,62.4471800870447,"05569500"
1994,18.1373667913434,"05569500"
1995,30.3464272395019,"05569500"
1996,17.0455036190205,"05569500"
1997,17.4134640695184,"05569500"
1998,35.8831077183879,"05569500"
1999,31.2771593104198,"05569500"
2000,12.8946872045956,"05569500"
2001,27.5616787452453,"05569500"
2002,24.4298355368696,"05569500"
2003,7.639489490224,"05569500"
2004,13.9125695157437,"05569500"
2005,19.3806392657705,"05569500"
2006,5.74507695207928,"05569500"
2007,22.4958182040092,"05569500"
2008,22.4499207485048,"05569500"
2009,49.6028913154157,"05569500"
2010,51.9193645091755,"05569500"
2011,30.8008544384184,"05569500"
2012,11.5951683247281,"05569500"
2013,38.1141648906357,"05569500"
2014,20.5173162692097,"05569500"
2015,24.4882147886297,"05569500"
2016,26.401002817068,"05569500"
2017,24.1981649433733,"05569500"
2018,16.0763037937889,"05569500"
2019,50.7048433313628,"05569500"
2020,31.4332932589455,"05569500"
2021,30.1687370890285,"05569500"
1979,36.5430841897807,"05570000"
1980,22.2813349336486,"05570000"
1981,42.0869796459606,"05570000"
1982,50.1035176431337,"05570000"
1983,50.1972347675538,"05570000"
1984,34.0454527048666,"05570000"
1985,38.5315086578694,"05570000"
1986,37.3407581149261,"05570000"
1987,31.4847644635228,"05570000"
1988,18.0202685026243,"05570000"
1989,4.74319589539507,"05570000"
1990,38.370878437578,"05570000"
1991,36.0166235885263,"05570000"
1992,27.2654093682666,"05570000"
1993,101.313409385072,"05570000"
1994,29.8094932841112,"05570000"
1995,49.7150725752762,"05570000"
1996,28.6838822134123,"05570000"
1997,29.3323738178992,"05570000"
1998,58.584451920753,"05570000"
1999,45.4890353910544,"05570000"
2000,19.0604870802933,"05570000"
2001,45.8647572731462,"05570000"
2002,43.0371533653716,"05570000"
2003,12.0266999575442,"05570000"
2004,21.4308856477093,"05570000"
2005,32.3615160914178,"05570000"
2006,9.04589803189504,"05570000"
2007,32.6347852959357,"05570000"
2008,34.1977834120122,"05570000"
2009,78.8698648552634,"05570000"
2010,84.334007659205,"05570000"
2011,46.4459430892731,"05570000"
2012,14.8794428192119,"05570000"
2013,55.0699976906758,"05570000"
2014,29.0544808214811,"05570000"
2015,38.9600240028485,"05570000"
2016,38.3546268273446,"05570000"
2017,33.8046589529671,"05570000"
2018,21.0690680811933,"05570000"
2019,74.2068172721518,"05570000"
2020,45.3831620960946,"05570000"
2021,42.5637810325284,"05570000"
1980,3.25947727435122,"05570910"
1981,10.4073700578851,"05570910"
1982,7.03883913147974,"05570910"
1983,6.57879743894213,"05570910"
1984,7.03779718006115,"05570910"
1985,5.06252341238067,"05570910"
1986,7.49085280412083,"05570910"
1987,3.14988025580259,"05570910"
1988,2.76455605246694,"05570910"
1989,3.47547201017371,"05570910"
1990,6.69580963037359,"05570910"
1991,7.88706367011939,"05570910"
1992,3.85279566894502,"05570910"
1993,14.1285395938656,"05570910"
1994,7.91288630659559,"05570910"
1995,7.05984790407327,"05570910"
1996,4.50212029828697,"05570910"
1997,5.10476826814268,"05570910"
1998,7.62309713148662,"05570910"
1999,3.9536768261958,"05570910"
2000,0.925137812364298,"05570910"
2001,4.31032634250327,"05570910"
2002,7.17563742838482,"05570910"
2003,2.88039076842192,"05570910"
2004,6.60587707292554,"05570910"
2005,7.2622202591281,"05570910"
2006,3.24379598604935,"05570910"
2007,7.80102002316312,"05570910"
2008,11.0731326981518,"05570910"
2009,9.41167448657339,"05570910"
2010,9.77338612404677,"05570910"
2011,5.50705212793231,"05570910"
2012,1.08782273685831,"05570910"
2013,6.35889967129912,"05570910"
2014,6.84097264611558,"05570910"
2015,8.77553847241108,"05570910"
2016,9.63764111886481,"05570910"
2017,5.94497254492591,"05570910"
2018,5.54968954052343,"05570910"
2019,9.86630417033654,"05570910"
2020,7.95282667046053,"05570910"
2021,7.14185737017701,"05570910"
1980,6.82205665932259,"05572000"
1981,17.1953114114696,"05572000"
1982,16.7794028816546,"05572000"
1983,14.7898224655908,"05572000"
1984,16.642973401128,"05572000"
1985,10.1129578130594,"05572000"
1986,16.8242831436389,"05572000"
1987,7.42413748465168,"05572000"
1988,6.67117428923716,"05572000"
1989,6.53715145025537,"05572000"
1990,17.1515948555004,"05572000"
1991,18.9879617376094,"05572000"
1992,10.3752560890329,"05572000"
1993,29.7917308018714,"05572000"
1994,19.1947988447424,"05572000"
1995,14.5590905949468,"05572000"
1996,8.86131059793376,"05572000"
1997,10.589821263948,"05572000"
1998,19.1963426947225,"05572000"
1999,8.68079257825297,"05572000"
2000,3.18529158545162,"05572000"
2001,9.37521474769415,"05572000"
2002,18.9224295728762,"05572000"
2003,6.13413057665615,"05572000"
2004,17.0061562979145,"05572000"
2005,16.5390587993254,"05572000"
2006,6.76579097748419,"05572000"
2007,13.7433652620942,"05572000"
2008,24.5542902238432,"05572000"
2009,17.4055775723272,"05572000"
2010,22.3977429390358,"05572000"
2011,12.1664606005354,"05572000"
2012,1.97969411446191,"05572000"
2013,14.6113743545995,"05572000"
2014,13.0013017441968,"05572000"
2015,16.6748167430529,"05572000"
2016,18.7411279275547,"05572000"
2017,11.6970409891237,"05572000"
2018,10.1631779340452,"05572000"
2019,19.6423671604056,"05572000"
2020,15.5216301533501,"05572000"
2021,10.094806326635,"05572000"
1986,40.0928892510025,"05576500"
1987,30.7198992899644,"05576500"
1988,32.3342796051253,"05576500"
1989,19.4686464726763,"05576500"
1990,50.3751266270699,"05576500"
1991,65.0960077187317,"05576500"
1992,28.2930942598381,"05576500"
1993,120.327977770636,"05576500"
1994,90.2303508771737,"05576500"
1995,60.732342903118,"05576500"
1996,53.0473564079184,"05576500"
1997,30.8071772411008,"05576500"
1998,80.9154272886961,"05576500"
1999,51.5964748801716,"05576500"
2000,13.3836556992678,"05576500"
2001,52.5531188050268,"05576500"
2002,102.923986268081,"05576500"
2003,22.4443513659791,"05576500"
2004,53.5982970171844,"05576500"
2005,79.7969971955744,"05576500"
2006,24.8156971773734,"05576500"
2007,52.5235296400815,"05576500"
2008,94.644819197192,"05576500"
2009,74.5518173154436,"05576500"
2010,131.189544233651,"05576500"
2011,76.6958680679586,"05576500"
2012,8.62345456151429,"05576500"
2013,63.6048658630774,"05576500"
2014,35.581878537346,"05576500"
2015,71.7060285616723,"05576500"
2016,72.3597551050872,"05576500"
2017,51.734994686175,"05576500"
2018,30.5553047111814,"05576500"
2019,105.361011646971,"05576500"
2020,92.4126934926998,"05576500"
2021,53.0822326559957,"05576500"
1980,1.08633873812736,"05577500"
1981,3.07062646449736,"05577500"
1982,2.24275824727875,"05577500"
1983,3.48935271447706,"05577500"
1984,2.46480746146053,"05577500"
1985,1.46473311029708,"05577500"
1986,2.25277542865717,"05577500"
1987,1.65804019549389,"05577500"
1988,1.20335771890375,"05577500"
1989,0.384885302205769,"05577500"
1990,2.13008978249984,"05577500"
1991,3.23743363631714,"05577500"
1992,1.14450974162249,"05577500"
1993,4.42051923564058,"05577500"
1994,2.86351937756889,"05577500"
1995,1.5574626362124,"05577500"
1996,2.01656493607793,"05577500"
1997,0.521067610726824,"05577500"
1998,2.82951123298211,"05577500"
1999,1.60858889628204,"05577500"
2000,0.319208291048443,"05577500"
2001,1.95173088896966,"05577500"
2002,3.03920562628427,"05577500"
2003,0.765966438399338,"05577500"
2004,1.14548690492751,"05577500"
2005,2.07412871183924,"05577500"
2006,0.637688796937199,"05577500"
2007,1.34290705498294,"05577500"
2008,2.46132356093599,"05577500"
2009,2.32254348328553,"05577500"
2010,5.07054757221177,"05577500"
2011,3.01522319692003,"05577500"
2012,0.517421573523223,"05577500"
2013,2.3617968387846,"05577500"
2014,1.15937742772544,"05577500"
2015,2.83465015874502,"05577500"
2016,2.44251374757765,"05577500"
2017,2.28866567377245,"05577500"
