"year","mean flow [cms]","site_no"
2008,35.562013248991,"05447500"
2009,43.7600785741439,"05447500"
2010,44.6172644249042,"05447500"
2011,27.9944998024805,"05447500"
2012,12.0764850814062,"05447500"
2013,20.8271103265231,"05447500"
2014,17.9879934872386,"05447500"
2015,20.6305681386042,"05447500"
2016,33.2626234291082,"05447500"
2017,26.427686023681,"05447500"
2018,24.0244779415919,"05447500"
2019,51.2936009946282,"05447500"
2020,31.681367401559,"05447500"
2021,22.5755087919268,"05447500"
1979,10.2278897475642,"05469000"
1980,6.68045469002682,"05469000"
1981,8.58225428133853,"05469000"
1982,17.9894985470182,"05469000"
1983,11.6009619909213,"05469000"
1984,8.21550628956685,"05469000"
1985,9.08779920648058,"05469000"
1986,8.70730612972667,"05469000"
1987,7.18070227277072,"05469000"
1988,3.02936098241957,"05469000"
1989,1.44066804675709,"05469000"
1990,8.52523268659612,"05469000"
1991,7.67425326791661,"05469000"
1992,4.57487279406082,"05469000"
1993,28.3706871669783,"05469000"
1994,6.3196994662807,"05469000"
1995,11.489036746384,"05469000"
1996,9.10270558103925,"05469000"
1997,2.69010040502435,"05469000"
1998,16.0482817529441,"05469000"
1999,16.2021236881471,"05469000"
2000,6.19589619601855,"05469000"
2001,12.2533588571353,"05469000"
2002,9.76397446560419,"05469000"
2003,4.46705621603981,"05469000"
2004,6.58568609681099,"05469000"
2005,8.89794444912873,"05469000"
2006,3.34710554705837,"05469000"
2007,7.35713562074783,"05469000"
2008,15.2283202927919,"05469000"
2009,22.9211527525469,"05469000"
2010,25.9797290302087,"05469000"
2011,14.2469191477709,"05469000"
2012,3.61696417088972,"05469000"
2013,15.0381538996325,"05469000"
2014,9.52794385357114,"05469000"
2015,10.1100683925502,"05469000"
2016,14.2192734566583,"05469000"
2017,8.20408861661492,"05469000"
2018,5.15243251072322,"05469000"
2019,22.3527832186669,"05469000"
2020,12.1316178265491,"05469000"
2021,16.8241633434459,"05469000"
1945,2005.05770606529,"05474500"
1946,1953.82360923823,"05474500"
1947,2176.23110285392,"05474500"
1948,1467.07569456867,"05474500"
1949,1250.37883915958,"05474500"
1950,1755.644474858,"05474500"
1951,2353.90573724719,"05474500"
1952,2541.76964584941,"05474500"
1953,1824.07038854888,"05474500"
1954,1543.73360949898,"05474500"
1955,1544.24564014564,"05474500"
1956,1185.4081784763,"05474500"
1957,1193.84600094354,"05474500"
1958,1055.79167734611,"05474500"
1959,1358.87502997217,"05474500"
1960,2316.34124348762,"05474500"
1961,1525.10655521646,"05474500"
1962,2337.68367539598,"05474500"
1963,1320.94597191834,"05474500"
1964,972.652725390987,"05474500"
1965,2284.32387558125,"05474500"
1966,2215.99105837158,"05474500"
1967,1630.72451315157,"05474500"
1968,1491.50864561574,"05474500"
1969,2541.29343784692,"05474500"
1970,1546.9919863414,"05474500"
1971,2040.24041792335,"05474500"
1972,2244.00949575517,"05474500"
1973,3357.05911250796,"05474500"
1974,2653.68416479022,"05474500"
1975,2097.30856090637,"05474500"
1976,1567.04344646203,"05474500"
1977,860.335615041327,"05474500"
1978,2208.55885595481,"05474500"
1979,2563.63659333783,"05474500"
1980,1824.27027466405,"05474500"
1981,1808.8025656301,"05474500"
1982,2490.02055081937,"05474500"
1983,3090.71007976017,"05474500"
1984,2695.05198471723,"05474500"
1985,2325.78284188104,"05474500"
1986,3115.08584175754,"05474500"
1987,2094.20534486596,"05474500"
1988,1234.06518580215,"05474500"
1989,1132.83677358922,"05474500"
1990,1860.92883706877,"05474500"
1991,2298.45902464529,"05474500"
1992,2380.51835841335,"05474500"
1993,4601.7280341532,"05474500"
1994,2260.0800002656,"05474500"
1995,2401.95127959273,"05474500"
1996,2453.73984312186,"05474500"
1997,2472.25463898806,"05474500"
1998,2419.38359569969,"05474500"
1999,2625.0802709378,"05474500"
2000,1845.69359367904,"05474500"
2001,2677.4082514191,"05474500"
2002,2207.86063234572,"05474500"
2003,1739.79479893164,"05474500"
2004,2010.42646058666,"05474500"
2005,1835.28075649484,"05474500"
2006,1713.18472138518,"05474500"
2007,2047.05197713204,"05474500"
2008,3198.96806058737,"05474500"
2009,2283.02052484428,"05474500"
2010,3266.72449357183,"05474500"
2011,3364.2740898019,"05474500"
2012,1516.48317569172,"05474500"
2013,2463.24755443079,"05474500"
2014,2638.50943835265,"05474500"
2015,2053.18858685194,"05474500"
2016,2981.7175015621,"05474500"
2017,3389.72821937331,"05474500"
2018,2937.7060128881,"05474500"
2019,4729.43313225589,"05474500"
2020,3625.62401956198,"05474500"
2021,2060.52769278749,"05474500"
1979,5.48915361843197,"05495500"
1980,2.94091487785226,"05495500"
1981,8.90551441366802,"05495500"
1982,9.47920596305732,"05495500"
1983,9.13390723522163,"05495500"
1984,9.51749780487161,"05495500"
1985,10.1201752362026,"05495500"
1986,14.0623690072488,"05495500"
1987,8.16940053672403,"05495500"
1988,1.65347785243544,"05495500"
1989,0.360598027727621,"05495500"
1990,9.48180180327512,"05495500"
1991,8.43031894140111,"05495500"
1992,5.63626395735106,"05495500"
1993,20.1384427402376,"05495500"
1994,6.53930287321262,"05495500"
1995,11.9541262646241,"05495500"
1996,8.56628387218216,"05495500"
1997,5.20294555463362,"05495500"
1998,10.1906190161237,"05495500"
1999,6.49263981361308,"05495500"
2000,2.45200440950454,"05495500"
2001,7.49026946432193,"05495500"
2002,11.7584529771965,"05495500"
2003,2.74072904373226,"05495500"
2004,7.53204355330795,"05495500"
2005,8.3874449085869,"05495500"
2006,1.28875830835201,"05495500"
2007,1.60592793438947,"05495500"
2008,6.89004339348984,"05495500"
2009,12.4433831845741,"05495500"
2010,22.7045308742473,"05495500"
2011,11.9284378422416,"05495500"
2012,1.26588753618469,"05495500"
2013,10.6550727060668,"05495500"
2014,5.59009890881425,"05495500"
2015,10.1550833134411,"05495500"
2016,5.50741843795195,"05495500"
2017,3.23445618485806,"05495500"
2018,3.3789876576662,"05495500"
2019,16.8700417341999,"05495500"
2020,10.9903653003123,"05495500"
2021,8.24480868650582,"05495500"
1979,61.4882863305602,"05520500"
1980,53.2084374848026,"05520500"
1981,81.8199371840725,"05520500"
1982,84.5482071463938,"05520500"
1983,79.5328669622955,"05520500"
1984,61.6597008624968,"05520500"
1985,70.3899391228572,"05520500"
1986,65.5512495118588,"05520500"
1987,58.422774365048,"05520500"
1988,53.772221253897,"05520500"
1989,61.9093927472428,"05520500"
1990,77.8617851245385,"05520500"
1991,105.996395131243,"05520500"
1992,55.0932872422717,"05520500"
1993,102.060120744794,"05520500"
1994,84.7015060187897,"05520500"
1995,74.8347530379274,"05520500"
1996,70.9648796319154,"05520500"
1997,94.6271425240187,"05520500"
1998,80.0922216535781,"05520500"
1999,55.9384947639034,"05520500"
2000,41.5478541502255,"05520500"
2001,53.5622846613658,"05520500"
2002,79.0316975717704,"05520500"
2003,44.8473678943001,"05520500"
2004,58.771305164459,"05520500"
2005,70.9244680858166,"05520500"
2006,45.8587060018674,"05520500"
2007,82.0328178044442,"05520500"
2008,101.468776856193,"05520500"
2009,97.0510645731775,"05520500"
2010,69.9597557992563,"05520500"
2011,70.4181008084238,"05520500"
2012,57.9970018899844,"05520500"
2013,56.7250824497446,"05520500"
2014,76.7508337820742,"05520500"
2015,89.0506632994145,"05520500"
2016,77.0000042247806,"05520500"
2017,82.5865867068541,"05520500"
2018,75.3261472979252,"05520500"
2019,92.6829000943052,"05520500"
2020,81.0093137757949,"05520500"
2021,45.9196841970613,"05520500"
1979,16.5921203640247,"05525000"
1980,14.7477385362245,"05525000"
1981,17.0281222177013,"05525000"
1982,23.6569020016062,"05525000"
1983,19.8446786763721,"05525000"
1984,20.0895646036534,"05525000"
1985,17.5752967860254,"05525000"
1986,23.6341709441102,"05525000"
1987,14.0203300705407,"05525000"
1988,11.1216193586932,"05525000"
1989,15.1945482300287,"05525000"
1990,20.1574828532447,"05525000"
1991,27.0032550187748,"05525000"
1992,11.5540470027474,"05525000"
1993,37.4659030597955,"05525000"
1994,25.4102190644339,"05525000"
1995,18.3878739062049,"05525000"
1996,11.7703691405802,"05525000"
1997,23.8782388856879,"05525000"
1998,26.7306374896254,"05525000"
1999,13.5794406516005,"05525000"
2000,8.08662595437302,"05525000"
2001,12.8387029827563,"05525000"
2002,23.5336422604814,"05525000"
2003,17.0420789318431,"05525000"
2004,20.6731237441462,"05525000"
2005,19.2509946576425,"05525000"
2006,15.3040529660545,"05525000"
2007,26.5070119837138,"05525000"
2008,28.5663827746689,"05525000"
2009,23.8800697831518,"05525000"
2010,17.7516758277218,"05525000"
2011,19.9109866451154,"05525000"
2012,11.1230042536386,"05525000"
2013,18.1508425069989,"05525000"
2014,20.185380765448,"05525000"
2015,35.0686686685842,"05525000"
2016,24.6480585005113,"05525000"
2017,24.3625655711537,"05525000"
2018,20.5257027105589,"05525000"
2019,25.2677038677784,"05525000"
2020,20.3111323212234,"05525000"
2021,12.2495341433655,"05525000"
1979,13.5515815295978,"05525500"
1980,10.1462974223741,"05525500"
1981,10.5640456251409,"05525500"
1982,14.1989977340669,"05525500"
1983,14.6184827203685,"05525500"
1984,17.4146361482817,"05525500"
1985,10.3628478373574,"05525500"
1986,17.3452398648701,"05525500"
1987,4.45199010216366,"05525500"
1988,6.08891112727918,"05525500"
1989,7.09676027887782,"05525500"
1990,12.2424976009939,"05525500"
1991,14.9328229891811,"05525500"
1992,9.3084591909651,"05525500"
1993,24.2162566928888,"05525500"
1994,15.1708862077207,"05525500"
1995,11.0767589793363,"05525500"
1996,8.46525932716993,"05525500"
1997,11.8496614824393,"05525500"
1998,18.9838077565638,"05525500"
1999,7.81476689022606,"05525500"
2000,3.45260499351205,"05525500"
2001,9.59931782250041,"05525500"
2002,19.0589831651426,"05525500"
2003,9.40780284456694,"05525500"
2004,17.3890426707441,"05525500"
2005,13.9150643276262,"05525500"
2006,8.55908877359692,"05525500"
2007,14.1350458821023,"05525500"
2008,18.4923080105371,"05525500"
2009,13.9376759113046,"05525500"
2010,14.6092894428488,"05525500"
2011,10.6479185724769,"05525500"
2012,4.63105388146687,"05525500"
2013,10.6362582382051,"05525500"
2014,11.1741060907197,"05525500"
2015,18.6202039331098,"05525500"
2016,15.0633321100564,"05525500"
2017,15.0008920330274,"05525500"
2018,14.8778340009452,"05525500"
2019,15.2504681830768,"05525500"
2020,11.3356668646047,"05525500"
2021,9.78930213912195,"05525500"
1979,60.709146363216,"05526000"
1980,42.4286163880971,"05526000"
1981,55.7146753069894,"05526000"
1982,84.1578225685111,"05526000"
1983,65.5302252231851,"05526000"
1984,67.0545243063261,"05526000"
1985,50.876451178397,"05526000"
1986,68.1087650115569,"05526000"
1987,35.5905520261789,"05526000"
1988,32.92413653604,"05526000"
1989,43.5955305436015,"05526000"
1990,63.9683765900502,"05526000"
1991,79.8739104051358,"05526000"
1992,38.2783415527011,"05526000"
1993,126.78848566475,"05526000"
1994,81.184398538998,"05526000"
1995,63.0838824381344,"05526000"
1996,39.6018059624896,"05526000"
1997,62.7721643868759,"05526000"
1998,82.201244855037,"05526000"
1999,41.2948837516477,"05526000"
2000,22.1089580655901,"05526000"
2001,43.0440114728209,"05526000"
2002,81.4485210142368,"05526000"
2003,43.495413036098,"05526000"
2004,60.4110517271305,"05526000"
2005,64.2316224067576,"05526000"
2006,41.5478734393416,"05526000"
2007,72.623308191055,"05526000"
2008,89.1316065776432,"05526000"
2009,72.4236550290556,"05526000"
2010,64.8263227287404,"05526000"
2011,52.2020830065364,"05526000"
2012,26.95202853161,"05526000"
2013,50.7333386126538,"05526000"
2014,59.283769413498,"05526000"
2015,99.6399225548837,"05526000"
2016,73.0287599426554,"05526000"
2017,69.0616074967626,"05526000"
2018,57.4038954425025,"05526000"
2019,76.2281203141886,"05526000"
2020,59.9772778723474,"05526000"
2021,39.0817088618328,"05526000"
1978,143.326532489271,"05527500"
1979,143.66827415572,"05527500"
1980,111.959162646163,"05527500"
1981,170.578355112882,"05527500"
1982,190.698832114845,"05527500"
1983,189.019837076185,"05527500"
1984,174.981244240097,"05527500"
1985,162.481133498659,"05527500"
1986,172.59280780551,"05527500"
1987,134.539155627662,"05527500"
1988,107.656936208942,"05527500"
1989,141.494160997814,"05527500"
1990,184.221644434514,"05527500"
1991,247.599634172877,"05527500"
1992,123.388414366963,"05527500"
1993,294.060751988588,"05527500"
1994,205.840974783991,"05527500"
1995,161.716345905501,"05527500"
1996,139.145965686805,"05527500"
1997,189.292299444532,"05527500"
1998,201.22245835106,"05527500"
1999,120.508352202985,"05527500"
2000,79.1922387653721,"05527500"
2001,113.694620743072,"05527500"
2002,196.327833270933,"05527500"
2003,94.0114644616028,"05527500"
2004,130.958992875219,"05527500"
2005,150.317147263487,"05527500"
2006,99.9068767147594,"05527500"
2007,183.167326784787,"05527500"
2008,220.151333672532,"05527500"
2009,208.586777916941,"05527500"
2010,177.261751499098,"05527500"
2011,138.752857528123,"05527500"
2012,95.491678587854,"05527500"
2013,129.967963239346,"05527500"
2014,164.197599871006,"05527500"
2015,223.085546320511,"05527500"
2016,183.813933991009,"05527500"
2017,179.083715215432,"05527500"
2018,162.103549686943,"05527500"
2019,207.932464814822,"05527500"
2020,183.347866552416,"05527500"
2021,102.293094689027,"05527500"
1979,3.76291793422509,"05527800"
1980,2.18892088859067,"05527800"
1981,2.07404691051646,"05527800"
1982,2.95548439463253,"05527800"
1983,4.03809561660783,"05527800"
1984,2.96997842724015,"05527800"
1985,2.78460580336774,"05527800"
1986,4.59507634761956,"05527800"
1987,2.75605621579603,"05527800"
1988,2.30031054220372,"05527800"
1989,0.754422908631333,"05527800"
1990,2.64016506115916,"05527800"
1991,2.63875154625276,"05527800"
1992,1.98580322116696,"05527800"
1993,5.83487322008136,"05527800"
1994,1.76645148176766,"05527800"
1995,2.22876783166289,"05527800"
1996,3.58762687286553,"05527800"
1997,2.15412540043906,"05527800"
1998,3.23075284608445,"05527800"
1999,3.43241301305801,"05527800"
2000,3.77384727458728,"05527800"
2001,2.63044190950057,"05527800"
2002,2.44596735295876,"05527800"
2003,0.856915152209753,"05527800"
2004,4.19088943211443,"05527800"
2005,1.57844313795984,"05527800"
2006,1.64843152092707,"05527800"
2007,4.94557528973495,"05527800"
2008,5.15485600356604,"05527800"
2009,4.82151026404766,"05527800"
2010,3.67679050043573,"05527800"
2011,2.84396179237654,"05527800"
2012,1.58679564530248,"05527800"
2013,3.24704162708053,"05527800"
2014,2.28959862409489,"05527800"
2015,1.6789338071922,"05527800"
2016,3.43475613405967,"05527800"
2017,4.88867859943818,"05527800"
2018,3.01376124026328,"05527800"
2019,6.97290788053825,"05527800"
2020,5.96727715746397,"05527800"
2021,1.43951525904704,"05527800"
1979,5.67981631874961,"05531500"
1980,3.78710741229614,"05531500"
1981,3.74713336878662,"05531500"
1982,3.79647450382903,"05531500"
1983,5.97865602344042,"05531500"
1984,4.82601072660925,"05531500"
1985,4.11750220320872,"05531500"
1986,4.64497134967622,"05531500"
1987,5.41169845285879,"05531500"
1988,4.02679481680478,"05531500"
1989,4.01253592064209,"05531500"
1990,5.14117559453666,"05531500"
1991,4.70385487404286,"05531500"
1992,4.31359959682852,"05531500"
1993,7.06586776319561,"05531500"
1994,3.88553680418859,"05531500"
1995,5.37151180513557,"05531500"
1996,5.29525027094266,"05531500"
1997,4.75684228793274,"05531500"
1998,5.42325793260929,"05531500"
1999,6.53281282785538,"05531500"
2000,4.48613120175243,"05531500"
2001,5.36747762428304,"05531500"
2002,6.40040635745149,"05531500"
2003,3.95768657712796,"05531500"
2004,4.93635358532786,"05531500"
2005,3.62676737661949,"05531500"
2006,4.52001259776929,"05531500"
2007,6.92095533214889,"05531500"
2008,6.60249825723698,"05531500"
2009,7.34982754697268,"05531500"
2010,6.96834919912594,"05531500"
2011,5.92432646861306,"05531500"
2012,3.88919505924551,"05531500"
2013,5.81673796849229,"05531500"
2014,5.83844496469491,"05531500"
2015,5.28569236553822,"05531500"
2016,6.48537018697048,"05531500"
2017,6.41910233893644,"05531500"
2018,8.00174341470044,"05531500"
2019,9.00985417758576,"05531500"
2020,8.05806926586297,"05531500"
2021,4.40672969621438,"05531500"
1980,0.536387607074872,"05532000"
1981,0.619316583223327,"05532000"
1982,0.477724593339839,"05532000"
1983,0.781901829620141,"05532000"
1984,0.638211427668732,"05532000"
1985,0.539618237265677,"05532000"
1986,0.473162865760447,"05532000"
1987,0.662171996741293,"05532000"
1988,0.479583703785575,"05532000"
1989,0.527507936668005,"05532000"
1990,0.748591908642456,"05532000"
1991,0.607431265788584,"05532000"
1992,0.517834656913099,"05532000"
1993,0.771529330005094,"05532000"
1994,0.433503764764097,"05532000"
1995,0.558035824465469,"05532000"
1996,0.540573239284013,"05532000"
1997,0.585344125621015,"05532000"
1998,0.632637138076757,"05532000"
1999,0.690046634824213,"05532000"
2000,0.552240398935369,"05532000"
2001,0.61363769786939,"05532000"
2002,0.640341647701068,"05532000"
2003,0.4490803576789,"05532000"
2004,0.546074134849076,"05532000"
2005,0.425775981019483,"05532000"
2006,0.518257249651563,"05532000"
2007,0.767049061846762,"05532000"
2008,0.765775725822315,"05532000"
2009,0.840685275269485,"05532000"
2010,0.807665504991577,"05532000"
2011,0.729843828934361,"05532000"
2012,0.474008534525119,"05532000"
2013,0.689279364658223,"05532000"
2014,0.73168946667439,"05532000"
2015,0.634784563576716,"05532000"
2016,0.727917030648586,"05532000"
2017,0.787763028916452,"05532000"
2018,0.952929375254872,"05532000"
2019,0.913495257421451,"05532000"
2020,0.84184359516991,"05532000"
2021,0.558782923727196,"05532000"
1980,15.9539897704705,"05532500"
1981,16.6369618358086,"05532500"
1982,18.6463718023705,"05532500"
1983,26.319771685876,"05532500"
1984,21.7961574921787,"05532500"
1985,18.6485440535988,"05532500"
1986,24.5624980225968,"05532500"
1987,24.248142237704,"05532500"
1988,18.3775559248389,"05532500"
1989,13.2470862136733,"05532500"
1990,21.1789839933444,"05532500"
1991,21.2201791862807,"05532500"
1992,17.3415152425357,"05532500"
1993,30.9108246568502,"05532500"
1994,15.0193328943475,"05532500"
1995,20.5280844288699,"05532500"
1996,22.5424533940155,"05532500"
1997,19.0961829674269,"05532500"
1998,22.430898924444,"05532500"
1999,24.2001199694787,"05532500"
2000,20.4637183441969,"05532500"
2001,22.254170770943,"05532500"
2002,23.2281151252235,"05532500"
2003,12.8835444545401,"05532500"
2004,22.4838854904606,"05532500"
2005,14.1499669206286,"05532500"
2006,15.6649569915533,"05532500"
2007,28.953315978564,"05532500"
2008,30.0309439951747,"05532500"
2009,30.6999611269048,"05532500"
2010,26.6826152214001,"05532500"
2011,25.8338080539489,"05532500"
2012,15.4750791720495,"05532500"
2013,24.0818874383394,"05532500"
2014,22.5298139357318,"05532500"
2015,19.6780359750025,"05532500"
2016,24.9192890150323,"05532500"
2017,30.8525617756917,"05532500"
2018,30.7105896418432,"05532500"
2019,39.3348149201282,"05532500"
2020,35.1663510841565,"05532500"
2021,14.9150570773498,"05532500"
1979,0.766187428178085,"05534500"
1980,0.526404466236167,"05534500"
1981,0.459356166379228,"05534500"
1982,0.541389682407281,"05534500"
1983,0.692504666514756,"05534500"
1984,0.600615493198931,"05534500"
1985,0.433289151639843,"05534500"
1986,0.805323637271627,"05534500"
1987,0.469883826796295,"05534500"
1988,0.338156237893316,"05534500"
1989,0.224875610758358,"05534500"
1990,0.644120097816803,"05534500"
1991,0.651326541266628,"05534500"
1992,0.561546755737754,"05534500"
1993,0.905304603269351,"05534500"
1994,0.456344495212017,"05534500"
1995,0.631149430571928,"05534500"
1996,0.716893284390049,"05534500"
1997,0.422084990125968,"05534500"
1998,0.575535144303846,"05534500"
1999,0.848412567796633,"05534500"
2000,0.573069236419959,"05534500"
2001,0.670319775041915,"05534500"
2002,0.71863917620302,"05534500"
2003,0.345596921162115,"05534500"
2004,0.617771943150445,"05534500"
2005,0.298316321570535,"05534500"
2006,0.350002712135477,"05534500"
2007,0.835945397354314,"05534500"
2008,0.846300498610577,"05534500"
2009,0.937073001678967,"05534500"
2010,0.714127875884284,"05534500"
2011,0.673813996303409,"05534500"
2012,0.365905973650293,"05534500"
2013,0.608584395134138,"05534500"
2014,0.792013167870329,"05534500"
2015,0.537357828966788,"05534500"
2016,0.687395022054022,"05534500"
2017,1.12139702579495,"05534500"
2018,0.936201773775624,"05534500"
2019,1.28217312368807,"05534500"
2020,0.979051576492456,"05534500"
2021,0.3506419746398,"05534500"
1979,3.96901331567543,"05536000"
1980,2.92630623006143,"05536000"
1981,3.10911215087976,"05536000"
1982,3.33650030624029,"05536000"
1983,4.42968573687326,"05536000"
1984,3.98764638985792,"05536000"
1985,3.04960798330504,"05536000"
1986,4.35862208954803,"05536000"
1987,3.48273936214428,"05536000"
1988,2.57350617694348,"05536000"
1989,2.37427059251233,"05536000"
1990,3.56225927317961,"05536000"
1991,3.26473843530597,"05536000"
1992,2.92282465058987,"05536000"
1993,4.83111000581969,"05536000"
1994,2.45077262594837,"05536000"
1995,3.33370741180393,"05536000"
1996,3.64297002217361,"05536000"
1997,3.28746949280193,"05536000"
1998,3.70935171349471,"05536000"
1999,4.38961545975156,"05536000"
2000,2.9779883431059,"05536000"
2001,3.85928359648678,"05536000"
2002,4.23340732231777,"05536000"
2003,2.42392980719888,"05536000"
2004,3.22336232741809,"05536000"
2005,2.47364332816614,"05536000"
2006,2.97983992867668,"05536000"
2007,5.04237695385033,"05536000"
2008,4.65644310634213,"05536000"
2009,4.81028742618859,"05536000"
2010,3.99397093068038,"05536000"
2011,4.28862905175674,"05536000"
2012,2.38746604366993,"05536000"
2013,3.74382844370359,"05536000"
2014,3.72124478896956,"05536000"
2015,3.12188964292612,"05536000"
2016,4.27616101224436,"05536000"
2017,4.68082901102307,"05536000"
2018,5.55073804754904,"05536000"
2019,6.68341190229614,"05536000"
2020,5.31053053640117,"05536000"
2021,2.33872325276952,"05536000"
1979,2.47600177235684,"05536195"
1980,2.33806629939014,"05536195"
1981,2.87435385742328,"05536195"
1982,2.53469910376107,"05536195"
1983,3.2249008993873,"05536195"
1984,2.49517837567668,"05536195"
1985,1.77720174088667,"05536195"
1986,1.64587984448889,"05536195"
1987,1.85054857941362,"05536195"
1988,1.52722965099394,"05536195"
1989,2.04975953312729,"05536195"
1990,2.18755784140139,"05536195"
1991,2.74103969632756,"05536195"
1992,1.83365506555072,"05536195"
1993,3.00833520996768,"05536195"
1994,1.54052178089716,"05536195"
1995,1.54845049788039,"05536195"
1996,2.4437593153034,"05536195"
1997,1.55935830226241,"05536195"
1998,1.60900200086875,"05536195"
1999,1.34863441703884,"05536195"
2000,0.938393983390849,"05536195"
2001,1.36669513439399,"05536195"
2002,1.56603797478937,"05536195"
2003,1.13779959184183,"05536195"
2004,1.44162999073754,"05536195"
2005,1.58513361469399,"05536195"
2006,1.46082498654753,"05536195"
2007,2.28026952382447,"05536195"
2008,2.27095769454936,"05536195"
2009,2.21205773204037,"05536195"
2010,2.59956407704559,"05536195"
2011,1.86989713142553,"05536195"
2012,1.16296282246533,"05536195"
2013,1.22666483798283,"05536195"
2014,1.59966830282323,"05536195"
2015,1.28937850674734,"05536195"
2016,1.51935122349196,"05536195"
2017,1.53460549951613,"05536195"
2018,1.60321372714939,"05536195"
2019,2.3846524017755,"05536195"
2020,2.04717646611978,"05536195"
2021,1.01658021526359,"05536195"
1980,2.75106672999298,"05536275"
1981,3.03153174986969,"05536275"
1982,3.1640390747949,"05536275"
1983,3.84566047806941,"05536275"
1984,3.20166048204537,"05536275"
1985,2.92191064324245,"05536275"
1986,2.61996772251124,"05536275"
1987,3.05565925458382,"05536275"
1988,2.46975510869103,"05536275"
1989,3.29080545004536,"05536275"
1990,3.3666015018322,"05536275"
1991,4.83217285731353,"05536275"
1992,2.88437253953732,"05536275"
1993,5.62403601042336,"05536275"
1994,3.07156323679089,"05536275"
1995,2.8945247616859,"05536275"
1996,3.49295263116578,"05536275"
1997,3.40927072238774,"05536275"
1998,4.16063690617032,"05536275"
1999,3.16380633359187,"05536275"
2000,2.31679771724056,"05536275"
2001,2.46667660815543,"05536275"
2002,3.02191953818454,"05536275"
2003,2.29257843024872,"05536275"
2004,3.17749058366948,"05536275"
2005,3.3627224817817,"05536275"
2006,3.60976175271808,"05536275"
2007,5.23414018906703,"05536275"
2008,4.80676146055317,"05536275"
2009,4.63085947473248,"05536275"
2010,4.33011905021693,"05536275"
2011,4.51761536337808,"05536275"
2012,2.56316975433459,"05536275"
2013,3.43169921631976,"05536275"
2014,4.30901718114219,"05536275"
2015,3.33227993242535,"05536275"
2016,4.15053015122398,"05536275"
2017,4.13670335245871,"05536275"
2018,3.92293831551555,"05536275"
2019,6.11631468699269,"05536275"
2020,5.02012812425683,"05536275"
2021,2.7251357141205,"05536275"
1980,1.0521178426185,"05539900"
1981,1.05470555173197,"05539900"
1982,1.04524074280874,"05539900"
1983,1.56727926120553,"05539900"
1984,1.07905753088509,"05539900"
1985,1.00186554060401,"05539900"
1986,1.18691807113334,"05539900"
1987,1.2528458959117,"05539900"
1988,1.02446636477105,"05539900"
1989,1.0125793939835,"05539900"
1990,1.17978843228051,"05539900"
1991,1.27084454894604,"05539900"
1992,1.20741176073655,"05539900"
1993,1.64461916297248,"05539900"
1994,1.11335633489559,"05539900"
1995,1.26954119820907,"05539900"
1996,1.45878179858309,"05539900"
1997,1.15191379419759,"05539900"
1998,1.2751890514026,"05539900"
1999,1.4253071273571,"05539900"
2000,0.961457513179108,"05539900"
2001,1.50060666457748,"05539900"
2002,1.88972668192371,"05539900"
2003,0.814345953322555,"05539900"
2004,1.28242045624047,"05539900"
2005,0.943687997886552,"05539900"
2006,0.974845838540218,"05539900"
2007,1.78140892603344,"05539900"
2008,1.69333967600364,"05539900"
2009,1.76150179513426,"05539900"
2010,1.62812634552175,"05539900"
2011,1.41081510844841,"05539900"
2012,0.88979113396789,"05539900"
2013,1.28601229314752,"05539900"
2014,1.27546058280614,"05539900"
2015,1.36498836557176,"05539900"
2016,1.57340313163007,"05539900"
2017,1.55017278278281,"05539900"
2018,1.63987201823467,"05539900"
2019,1.8989354755236,"05539900"
2020,1.90712412924388,"05539900"
2021,0.914255545351349,"05539900"
1978,2.75418181625867,"05540095"
1979,4.33340845921976,"05540095"
1980,2.66162882179027,"05540095"
1981,2.80329021009805,"05540095"
1982,2.67691173685264,"05540095"
1983,4.08057393232792,"05540095"
1984,3.06255204004843,"05540095"
1985,2.50359712099613,"05540095"
1986,2.67489464642637,"05540095"
1987,3.35496444168069,"05540095"
1988,2.39803457157693,"05540095"
1989,2.35371178624466,"05540095"
1990,3.02493741578383,"05540095"
1991,3.53052888916649,"05540095"
1992,2.63021723811354,"05540095"
1993,4.58988926495906,"05540095"
1994,2.71857241219505,"05540095"
1995,3.54945850701295,"05540095"
1996,3.8203758383577,"05540095"
1997,3.09421671388583,"05540095"
1998,3.50841847487862,"05540095"
1999,4.36343207441065,"05540095"
2000,2.56940565001031,"05540095"
2001,3.66621701053311,"05540095"
2002,4.17879847804678,"05540095"
2003,2.26742686424126,"05540095"
2004,3.36879950721,"05540095"
2005,2.2554639664055,"05540095"
2006,2.59171294046337,"05540095"
2007,4.7657485179687,"05540095"
2008,4.66889865032272,"05540095"
2009,5.1546125199916,"05540095"
2010,5.21947749327613,"05540095"
2011,3.97187603247271,"05540095"
2012,2.41089320509188,"05540095"
2013,4.32022754908814,"05540095"
2014,3.77989557213317,"05540095"
2015,3.63254711649474,"05540095"
2016,4.22068010915425,"05540095"
2017,4.03007391325661,"05540095"
2018,4.78683487096324,"05540095"
2019,5.60285656094761,"05540095"
2020,5.69995680555992,"05540095"
2021,2.61971946522801,"05540095"
1979,16.3288286304678,"05542000"
1980,9.6287913118257,"05542000"
1981,12.8106195089817,"05542000"
1982,15.9786307003083,"05542000"
1983,16.2392542994616,"05542000"
1984,13.418163298147,"05542000"
